Tiempo,Temperatura,Humedad,Dirección del viento,Velocidad del viento,Presión barométrica,Precipitación,Batería
"2024-02-20 07:07:22","12.9 ℃","93.5 %","128.9 °","0.2 m/s","1020.1 hPa","0 mm","89 %",
"2024-02-20 07:17:22","12.9 ℃","93.5 %","151.4 °","0.6 m/s","1020.3 hPa","0 mm","89 %",
"2024-02-20 07:27:22","13.6 ℃","93.5 %","137.5 °","0.6 m/s","1020.5 hPa","0 mm","89 %",
"2024-02-20 07:37:22","14.2 ℃","92.5 %","148.1 °","0.7 m/s","1020.6 hPa","0 mm","89 %",
"2024-02-20 07:47:22","14.9 ℃","88.5 %","130.7 °","0.7 m/s","1020.8 hPa","0 mm","91 %",
"2024-02-20 07:57:22","15.6 ℃","84.5 %","145 °","1 m/s","1020.8 hPa","0 mm","91 %",
"2024-02-20 08:07:22","16.1 ℃","82.5 %","143.1 °","0.9 m/s","1020.9 hPa","0 mm","91 %",
"2024-02-20 08:17:22","16.6 ℃","81.5 %","126.5 °","1 m/s","1021 hPa","0 mm","91 %",
"2024-02-20 08:27:22","17.3 ℃","79.5 %","151.6 °","1.4 m/s","1021.1 hPa","0 mm","91 %",
"2024-02-20 08:37:22","18 ℃","77 %","172.1 °","1.5 m/s","1021.1 hPa","0 mm","91 %",
"2024-02-20 08:47:22","18.7 ℃","75.5 %","112.4 °","0.3 m/s","1021.2 hPa","0 mm","100 %",
"2024-02-20 08:57:24","19.4 ℃","73 %","154.6 °","1.4 m/s","1021.4 hPa","0 mm","100 %",
"2024-02-20 09:07:22","20.1 ℃","71 %","138.2 °","1.4 m/s","1021.5 hPa","0 mm","100 %",
"2024-02-20 09:17:22","21 ℃","68.5 %","169.6 °","0.4 m/s","1021.5 hPa","0 mm","100 %",
"2024-02-20 09:27:22","21.1 ℃","67 %","96.1 °","0.6 m/s","1021.7 hPa","0 mm","100 %",
"2024-02-20 09:37:22","21.3 ℃","65 %","199.8 °","0.8 m/s","1021.7 hPa","0 mm","100 %",
"2024-02-20 09:47:22","22.4 ℃","62.5 %","106.8 °","0.3 m/s","1021.9 hPa","0 mm","100 %",
"2024-02-20 09:57:22","22.9 ℃","61 %","262.7 °","1.4 m/s","1021.8 hPa","0 mm","100 %",
"2024-02-20 10:07:22","23.4 ℃","59.5 %","281.3 °","0.5 m/s","1021.9 hPa","0 mm","100 %",
"2024-02-20 10:17:22","23.9 ℃","57.5 %","224.1 °","0.3 m/s","1021.9 hPa","0 mm","100 %",
"2024-02-20 10:27:22","24.1 ℃","55.5 %","152.9 °","2.7 m/s","1021.8 hPa","0 mm","100 %",
"2024-02-20 10:37:22","24.7 ℃","54.5 %","148.2 °","0.5 m/s","1021.7 hPa","0 mm","100 %",
"2024-02-20 10:47:22","24.9 ℃","53.5 %","130.8 °","1.5 m/s","1021.6 hPa","0 mm","100 %",
"2024-02-20 10:57:22","24.9 ℃","54 %","146.3 °","1.4 m/s","1021.5 hPa","0 mm","100 %",
"2024-02-20 11:07:22","25.1 ℃","52.5 %","161.7 °","1.6 m/s","1021.4 hPa","0 mm","100 %",
"2024-02-20 11:17:22","25.5 ℃","51.5 %","156.6 °","2.2 m/s","1021.1 hPa","0 mm","100 %",
"2024-02-20 11:27:22","25.1 ℃","53 %","153.5 °","1.6 m/s","1021 hPa","0 mm","100 %",
"2024-02-20 11:37:22","25.6 ℃","52 %","148.8 °","1.5 m/s","1020.9 hPa","0 mm","100 %",
"2024-02-20 11:47:22","25.7 ℃","50.5 %","130.9 °","2.1 m/s","1020.7 hPa","0 mm","100 %",
"2024-02-20 11:57:22","26.1 ℃","49 %","154 °","4.6 m/s","1020.6 hPa","0 mm","100 %",
"2024-02-20 12:07:22","26 ℃","50 %","126.2 °","2.1 m/s","1020.5 hPa","0 mm","100 %",
"2024-02-20 12:17:22","26.3 ℃","49 %","157.6 °","3.1 m/s","1020.2 hPa","0 mm","100 %",
"2024-02-20 12:27:22","26.9 ℃","48 %","136.1 °","0.7 m/s","1020 hPa","0 mm","100 %",
"2024-02-20 12:37:22","26.7 ℃","49 %","153.8 °","4.8 m/s","1019.8 hPa","0 mm","100 %",
"2024-02-20 12:47:22","26.6 ℃","48.5 %","146.2 °","2.5 m/s","1019.6 hPa","0 mm","100 %",
"2024-02-20 12:57:22","27.2 ℃","49.5 %","162.4 °","3.4 m/s","1019.3 hPa","0 mm","100 %",
"2024-02-20 13:07:22","27.2 ℃","49 %","154.9 °","3.4 m/s","1019.2 hPa","0 mm","100 %",
"2024-02-20 13:17:22","27.8 ℃","49 %","117.2 °","2.2 m/s","1019 hPa","0 mm","100 %",
"2024-02-20 13:27:22","27.9 ℃","47.5 %","128.7 °","2.2 m/s","1018.8 hPa","0 mm","100 %",
"2024-02-20 13:37:22","27.9 ℃","48 %","109.3 °","2.1 m/s","1018.6 hPa","0 mm","100 %",
"2024-02-20 13:47:22","28.3 ℃","47 %","139.3 °","3.1 m/s","1018.4 hPa","0 mm","100 %",
"2024-02-20 13:57:22","28.4 ℃","46 %","158.9 °","3.6 m/s","1018.2 hPa","0 mm","100 %",
"2024-02-20 14:07:22","28.5 ℃","47 %","116.6 °","2.4 m/s","1017.9 hPa","0 mm","100 %",
"2024-02-20 14:17:22","28.4 ℃","47 %","140.1 °","2.5 m/s","1017.7 hPa","0 mm","100 %",
"2024-02-20 14:27:22","29.3 ℃","45.5 %","76.5 °","2.7 m/s","1017.6 hPa","0 mm","100 %",
"2024-02-20 14:37:22","29.8 ℃","44.5 %","77 °","1.6 m/s","1017.4 hPa","0 mm","100 %",
"2024-02-20 14:47:22","29.7 ℃","44.5 %","126.6 °","4.4 m/s","1017.2 hPa","0 mm","100 %",
"2024-02-20 14:57:22","29.6 ℃","45 %","143.5 °","2.3 m/s","1017.1 hPa","0 mm","100 %",
"2024-02-20 15:07:22","30.6 ℃","44 %","136.8 °","2.8 m/s","1016.9 hPa","0 mm","100 %",
"2024-02-20 15:17:24","31.1 ℃","42.5 %","73.9 °","2.1 m/s","1016.7 hPa","0 mm","100 %",
"2024-02-20 15:27:22","30.4 ℃","44 %","97.1 °","1.9 m/s","1016.6 hPa","0 mm","100 %",
"2024-02-20 15:37:22"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-02-20 15:47:26"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-02-20 15:57:26"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-02-20 16:07:26"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-02-20 16:17:22","28.5 ℃","52.5 %","101.9 °","3.4 m/s","1016.7 hPa","0 mm","100 %",
"2024-02-20 16:27:26"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-02-20 16:37:26"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-02-20 16:47:22","28.3 ℃","53.5 %","86.6 °","1.5 m/s","1016.9 hPa","0 mm","100 %",
"2024-02-20 16:57:22","27.9 ℃","54.5 %","61.3 °","1.4 m/s","1017 hPa","0 mm","100 %",
"2024-02-20 17:07:22","27.9 ℃","54 %","97.2 °","2.8 m/s","1017.1 hPa","0 mm","100 %",
"2024-02-20 17:17:22","27 ℃","58 %","93.1 °","2 m/s","1017.2 hPa","0 mm","100 %",
"2024-02-20 17:27:22","26.4 ℃","60 %","129.8 °","2.9 m/s","1017.4 hPa","0 mm","100 %",
"2024-02-20 17:37:22","25.7 ℃","62 %","69.4 °","2.8 m/s","1017.5 hPa","0 mm","100 %",
"2024-02-20 17:47:22","25.4 ℃","63 %","75.7 °","2 m/s","1017.6 hPa","0 mm","100 %",
"2024-02-20 17:57:22","25.1 ℃","64 %","112.8 °","1.6 m/s","1017.6 hPa","0 mm","100 %",
"2024-02-20 18:07:22","24.8 ℃","64.5 %","69.1 °","1.8 m/s","1017.8 hPa","0 mm","100 %",
"2024-02-20 18:17:22","24.5 ℃","65.5 %","88.6 °","1.9 m/s","1017.8 hPa","0 mm","100 %",
"2024-02-20 18:27:22","24 ℃","67 %","98.8 °","2.2 m/s","1017.9 hPa","0 mm","100 %",
"2024-02-20 18:37:22","23.4 ℃","69 %","70.1 °","1.8 m/s","1018 hPa","0 mm","100 %",
"2024-02-20 18:47:22","23 ℃","70.5 %","59.8 °","2.6 m/s","1018 hPa","0 mm","100 %",
"2024-02-20 18:57:22","22.8 ℃","72 %","73.3 °","2.6 m/s","1018.1 hPa","0 mm","100 %",
"2024-02-20 19:07:22","22.5 ℃","73.5 %","73.8 °","2.2 m/s","1018.2 hPa","0 mm","100 %",
"2024-02-20 19:17:22","22.3 ℃","74.5 %","90 °","2.1 m/s","1018.4 hPa","0 mm","100 %",
"2024-02-20 19:27:22","22.1 ℃","76 %","73.8 °","1.9 m/s","1018.5 hPa","0 mm","100 %",
"2024-02-20 19:37:22","21.9 ℃","77 %","88 °","1.8 m/s","1018.7 hPa","0 mm","100 %",
"2024-02-20 19:47:22","21.7 ℃","78 %","83 °","2 m/s","1018.9 hPa","0 mm","100 %",
"2024-02-20 19:57:22","21.5 ℃","78.5 %","92.2 °","1.7 m/s","1019 hPa","0 mm","100 %",
"2024-02-20 20:07:22","21.3 ℃","79 %","78.5 °","1.6 m/s","1019.2 hPa","0 mm","100 %",
"2024-02-20 20:17:22","21.2 ℃","79.5 %","85.2 °","0.9 m/s","1019.4 hPa","0 mm","100 %",
"2024-02-20 20:27:22","21.1 ℃","79.5 %","113.1 °","1.3 m/s","1019.6 hPa","0 mm","100 %",
"2024-02-20 20:37:22","20.9 ℃","80 %","83.8 °","2.7 m/s","1019.7 hPa","0 mm","100 %",
"2024-02-20 20:47:22","20.8 ℃","80.5 %","64 °","0.8 m/s","1019.7 hPa","0 mm","100 %",
"2024-02-20 20:57:22","20.6 ℃","81 %","81.4 °","0.7 m/s","1019.8 hPa","0 mm","100 %",
"2024-02-20 21:07:22","20.5 ℃","81.5 %","81.2 °","1.4 m/s","1019.9 hPa","0 mm","100 %",
"2024-02-20 21:17:22","20.4 ℃","82 %","85.6 °","0.6 m/s","1020 hPa","0 mm","100 %",
"2024-02-20 21:27:22","20.3 ℃","82.5 %","88 °","1.5 m/s","1020 hPa","0 mm","100 %",
"2024-02-20 21:37:22","20.2 ℃","83 %","71.8 °","1.6 m/s","1020 hPa","0 mm","100 %",
"2024-02-20 21:47:22","20.1 ℃","83.5 %","77.9 °","1.6 m/s","1020.1 hPa","0 mm","100 %",
"2024-02-20 21:57:22","20.1 ℃","84 %","103.6 °","1 m/s","1020.2 hPa","0 mm","100 %",
"2024-02-20 22:07:22","20 ℃","84 %","78.7 °","1.6 m/s","1020.2 hPa","0 mm","100 %",
"2024-02-20 22:17:22","20 ℃","84.5 %","104.5 °","1.5 m/s","1020.2 hPa","0 mm","100 %",
"2024-02-20 22:27:22","20 ℃","85 %","101.3 °","2.2 m/s","1020.2 hPa","0 mm","100 %",
"2024-02-20 22:37:22","20 ℃","85 %","121.6 °","1.7 m/s","1020.3 hPa","0 mm","100 %",
"2024-02-20 22:47:24","19.9 ℃","85 %","128.3 °","2.2 m/s","1020.3 hPa","0 mm","100 %",
"2024-02-20 22:57:22","19.9 ℃","85.5 %","132.9 °","1 m/s","1020.2 hPa","0 mm","100 %",
"2024-02-20 23:07:22","19.8 ℃","85.5 %","91.7 °","1.8 m/s","1020 hPa","0 mm","100 %",
"2024-02-20 23:17:22","19.7 ℃","86 %","100.8 °","1.6 m/s","1019.9 hPa","0 mm","98 %",
"2024-02-20 23:27:22","19.6 ℃","86.5 %","92.1 °","1.5 m/s","1019.9 hPa","0 mm","98 %",
"2024-02-20 23:37:22","19.6 ℃","87 %","90.5 °","1.2 m/s","1019.8 hPa","0 mm","98 %",
"2024-02-20 23:47:22","19.5 ℃","87.5 %","79.7 °","1.3 m/s","1019.8 hPa","0 mm","98 %",
"2024-02-20 23:57:22","19.3 ℃","87.5 %","119.7 °","1.8 m/s","1019.7 hPa","0 mm","98 %",
"2024-02-21 00:07:22","19.2 ℃","88 %","97 °","1.5 m/s","1019.6 hPa","0 mm","98 %",
"2024-02-21 00:17:22","19.2 ℃","88.5 %","107.9 °","2 m/s","1019.6 hPa","0 mm","98 %",
"2024-02-21 00:27:22","19.1 ℃","89 %","131.3 °","1.1 m/s","1019.5 hPa","0 mm","97 %",
"2024-02-21 00:37:22","19 ℃","89 %","124.6 °","1.2 m/s","1019.5 hPa","0 mm","97 %",
"2024-02-21 00:47:22","18.8 ℃","89.5 %","132.4 °","1 m/s","1019.6 hPa","0 mm","97 %",
"2024-02-21 00:57:22","18.7 ℃","90 %","121.4 °","1.4 m/s","1019.5 hPa","0 mm","97 %",
"2024-02-21 01:07:22","18.6 ℃","90 %","132 °","1.1 m/s","1019.5 hPa","0 mm","97 %",
"2024-02-21 01:17:22","18.4 ℃","90 %","209.5 °","1 m/s","1019.5 hPa","0 mm","97 %",
"2024-02-21 01:27:22","17.8 ℃","90.5 %","314.5 °","0.4 m/s","1019.4 hPa","0 mm","95 %",
"2024-02-21 01:37:22","17.5 ℃","91.5 %","315.8 °","0.6 m/s","1019.3 hPa","0 mm","95 %",
"2024-02-21 01:47:22","17.6 ℃","92 %","328.3 °","0.5 m/s","1019.2 hPa","0 mm","95 %",
"2024-02-21 01:57:22","17.4 ℃","92 %","335.9 °","0.4 m/s","1019.2 hPa","0 mm","95 %",
"2024-02-21 02:07:22","17.4 ℃","92 %","279.8 °","0.5 m/s","1019.2 hPa","0 mm","95 %",
"2024-02-21 02:17:22","17.5 ℃","92 %","279.8 °","0.6 m/s","1019.1 hPa","0 mm","95 %",
"2024-02-21 02:27:22","17.6 ℃","92.5 %","341.8 °","0.4 m/s","1019 hPa","0 mm","95 %",
"2024-02-21 02:37:22","17.7 ℃","92.5 %","351.3 °","0.6 m/s","1018.8 hPa","0 mm","94 %",
"2024-02-21 02:47:22","17.9 ℃","92.5 %","280.5 °","1.1 m/s","1018.9 hPa","0 mm","94 %",
"2024-02-21 02:57:22","17.9 ℃","92.5 %","92.3 °","0.4 m/s","1018.7 hPa","0 mm","94 %",
"2024-02-21 03:07:22","17.9 ℃","92.5 %","25.9 °","0.8 m/s","1018.6 hPa","0 mm","94 %",
"2024-02-21 03:17:22","17.9 ℃","92.5 %","10.2 °","0.2 m/s","1018.6 hPa","0 mm","94 %",
"2024-02-21 03:27:22","17.8 ℃","92.5 %","336.3 °","0.1 m/s","1018.5 hPa","0 mm","94 %",
"2024-02-21 03:37:22","17.7 ℃","92.5 %","321.9 °","0.2 m/s","1018.3 hPa","0 mm","94 %",
"2024-02-21 03:47:22","17.7 ℃","92.5 %","351.2 °","0.3 m/s","1018.2 hPa","0 mm","92 %",
"2024-02-21 03:57:22","17.5 ℃","92.5 %","332.2 °","0.2 m/s","1018.2 hPa","0 mm","92 %",
"2024-02-21 04:07:22","17.5 ℃","93 %","4.1 °","0.3 m/s","1018.2 hPa","0 mm","92 %",
"2024-02-21 04:17:22","17.3 ℃","93 %","297.9 °","0.1 m/s","1018.1 hPa","0 mm","92 %",
"2024-02-21 04:27:22","17.2 ℃","93 %","26.3 °","0.2 m/s","1018.1 hPa","0 mm","92 %",
"2024-02-21 04:37:22","17.1 ℃","93 %","5.6 °","0.2 m/s","1018.1 hPa","0 mm","92 %",
"2024-02-21 04:47:22","16.9 ℃","93 %","106.8 °","0.2 m/s","1018.2 hPa","0 mm","92 %",
"2024-02-21 04:57:22","17 ℃","93.5 %","160.8 °","0.3 m/s","1018.2 hPa","0 mm","91 %",
"2024-02-21 05:07:22","16.8 ℃","93 %","44.6 °","0.1 m/s","1018.2 hPa","0 mm","91 %",
"2024-02-21 05:17:22","16.8 ℃","93.5 %","356.9 °","0.1 m/s","1018.3 hPa","0 mm","91 %",
"2024-02-21 05:27:22","16.8 ℃","93.5 %","322.2 °","0.2 m/s","1018.2 hPa","0 mm","91 %",
"2024-02-21 05:37:22","16.9 ℃","93.5 %","277.4 °","0.5 m/s","1018.4 hPa","0 mm","91 %",
"2024-02-21 05:47:22","16.7 ℃","93 %","100.2 °","0.4 m/s","1018.5 hPa","0 mm","91 %",
"2024-02-21 05:57:21","16.6 ℃","93 %","114.6 °","0.7 m/s","1018.5 hPa","0 mm","91 %",
"2024-02-21 06:07:22","16.4 ℃","93 %","121.9 °","0.5 m/s","1018.5 hPa","0 mm","89 %",
"2024-02-21 06:17:22","16.3 ℃","93 %","287.9 °","0.1 m/s","1018.6 hPa","0 mm","89 %",
"2024-02-21 06:27:22","16.1 ℃","92.5 %","210.2 °","0.2 m/s","1018.7 hPa","0 mm","89 %",
"2024-02-21 06:37:21","16.1 ℃","93 %","81.6 °","0.3 m/s","1018.7 hPa","0 mm","89 %",
"2024-02-21 06:47:21","16.3 ℃","93.5 %","92.3 °","0.6 m/s","1018.8 hPa","0 mm","89 %",
"2024-02-21 06:57:21","16.3 ℃","93.5 %","94.6 °","0.5 m/s","1018.8 hPa","0 mm","89 %",
"2024-02-21 07:07:22","16.2 ℃","93 %","177.4 °","0.1 m/s","1018.9 hPa","0 mm","88 %",
"2024-02-21 07:17:21","15.8 ℃","92.5 %","162.9 °","0.7 m/s","1019 hPa","0 mm","88 %",
"2024-02-21 07:27:21","15.6 ℃","92.5 %","164.7 °","0.9 m/s","1019 hPa","0 mm","88 %",
"2024-02-21 07:37:21","15.4 ℃","92.5 %","158.2 °","0.6 m/s","1019.1 hPa","0 mm","88 %",
"2024-02-21 07:47:22","15.5 ℃","93 %","148 °","0.8 m/s","1019.1 hPa","0 mm","88 %",
"2024-02-21 07:57:22","15.6 ℃","93 %","136.9 °","1.6 m/s","1019.2 hPa","0 mm","88 %",
"2024-02-21 08:07:22","16.1 ℃","93.5 %","163.4 °","1 m/s","1019.2 hPa","0 mm","91 %",
"2024-02-21 08:17:21","16.6 ℃","93.5 %","131.1 °","0.6 m/s","1019.3 hPa","0 mm","91 %",
"2024-02-21 08:27:22","17.2 ℃","93.5 %","150.4 °","1.3 m/s","1019.4 hPa","0 mm","91 %",
"2024-02-21 08:37:21","18.1 ℃","92.5 %","140.4 °","1.3 m/s","1019.4 hPa","0 mm","91 %",
"2024-02-21 08:47:23","19.3 ℃","89 %","132.1 °","1.1 m/s","1019.5 hPa","0 mm","91 %",
"2024-02-21 08:57:21","20.8 ℃","83.5 %","196.7 °","1 m/s","1019.4 hPa","0 mm","91 %",
"2024-02-21 09:07:22","21.9 ℃","79 %","162.1 °","0.7 m/s","1019.5 hPa","0 mm","91 %",
"2024-02-21 09:17:22","22.8 ℃","77 %","158.1 °","1.2 m/s","1019.5 hPa","0 mm","100 %",
"2024-02-21 09:27:22","23.3 ℃","73.5 %","150.3 °","1.8 m/s","1019.6 hPa","0 mm","100 %",
"2024-02-21 09:37:22","22.8 ℃","75 %","151.4 °","2.5 m/s","1019.6 hPa","0 mm","100 %",
"2024-02-21 09:47:21","22.7 ℃","75 %","144 °","4 m/s","1019.6 hPa","0 mm","100 %",
"2024-02-21 09:57:21","23.1 ℃","74 %","142.8 °","3.6 m/s","1019.5 hPa","0 mm","100 %",
"2024-02-21 10:07:22","23.1 ℃","73 %","150.4 °","2.2 m/s","1019.5 hPa","0 mm","100 %",
"2024-02-21 10:17:21","23 ℃","74 %","157.2 °","2.9 m/s","1019.5 hPa","0 mm","100 %",
"2024-02-21 10:27:21","23.3 ℃","73 %","154 °","2.7 m/s","1019.4 hPa","0 mm","100 %",
"2024-02-21 10:37:22","23.2 ℃","72 %","148 °","1.3 m/s","1019.3 hPa","0 mm","100 %",
"2024-02-21 10:47:22","24 ℃","70 %","192 °","1.9 m/s","1019.1 hPa","0 mm","100 %",
"2024-02-21 10:57:21","24 ℃","69.5 %","130.4 °","1.9 m/s","1018.9 hPa","0 mm","100 %",
"2024-02-21 11:07:24","24.2 ℃","68 %","141.4 °","2.5 m/s","1018.7 hPa","0 mm","100 %",
"2024-02-21 11:17:21","24.8 ℃","66 %","123.8 °","1.5 m/s","1018.5 hPa","0 mm","100 %",
"2024-02-21 11:27:21","25.1 ℃","64.5 %","132.3 °","2.7 m/s","1018.3 hPa","0 mm","100 %",
"2024-02-21 11:37:21","25 ℃","64 %","150.5 °","2 m/s","1018.2 hPa","0 mm","100 %",
"2024-02-21 11:47:22","25.4 ℃","63.5 %","102 °","0.9 m/s","1017.9 hPa","0 mm","100 %",
"2024-02-21 11:57:21","25.9 ℃","60.5 %","129.4 °","2.4 m/s","1017.7 hPa","0 mm","100 %",
"2024-02-21 12:07:24","25.9 ℃","60.5 %","97.4 °","1.7 m/s","1017.5 hPa","0 mm","100 %",
"2024-02-21 12:17:21","26.3 ℃","59.5 %","87.2 °","3.2 m/s","1017.2 hPa","0 mm","100 %",
"2024-02-21 12:27:21","26.5 ℃","57.5 %","135.5 °","4 m/s","1016.9 hPa","0 mm","100 %",
"2024-02-21 12:37:21","27.1 ℃","57 %","137.2 °","4.2 m/s","1016.6 hPa","0 mm","100 %",
"2024-02-21 12:47:21","26.9 ℃","57.5 %","145.4 °","2.3 m/s","1016.5 hPa","0 mm","100 %",
"2024-02-21 12:57:21","27.4 ℃","54 %","73.2 °","1.6 m/s","1016.2 hPa","0 mm","100 %",
"2024-02-21 13:07:21","28 ℃","52.5 %","63.3 °","2.4 m/s","1015.8 hPa","0 mm","100 %",
"2024-02-21 13:17:21","28.1 ℃","52.5 %","51.8 °","3.5 m/s","1015.4 hPa","0 mm","100 %",
"2024-02-21 13:27:22","28.4 ℃","51 %","139.3 °","1 m/s","1015.3 hPa","0 mm","100 %",
"2024-02-21 13:37:21","28.9 ℃","48 %","157.2 °","3.3 m/s","1014.8 hPa","0 mm","100 %",
"2024-02-21 13:47:22","28.8 ℃","48.5 %","154.1 °","3.2 m/s","1014.5 hPa","0 mm","100 %",
"2024-02-21 13:57:21","29.3 ℃","46.5 %","101.7 °","1.8 m/s","1014.4 hPa","0 mm","100 %",
"2024-02-21 14:07:22","29.3 ℃","50 %","161.8 °","3.7 m/s","1014 hPa","0 mm","100 %",
"2024-02-21 14:17:21","29.9 ℃","48.5 %","149.1 °","3.8 m/s","1013.8 hPa","0 mm","100 %",
"2024-02-21 14:27:21","29.5 ℃","46.5 %","131.6 °","1.8 m/s","1013.5 hPa","0 mm","100 %",
"2024-02-21 14:37:21","30.1 ℃","47.5 %","62.5 °","3.8 m/s","1013.2 hPa","0 mm","100 %",
"2024-02-21 14:47:21","30.2 ℃","46.5 %","122.5 °","1.9 m/s","1012.9 hPa","0 mm","100 %",
"2024-02-21 14:57:21","30.6 ℃","46 %","145.2 °","1.3 m/s","1012.8 hPa","0 mm","100 %",
"2024-02-21 15:07:22","29.8 ℃","46 %","148 °","5.2 m/s","1012.5 hPa","0 mm","100 %",
"2024-02-21 15:17:22","30.4 ℃","46.5 %","126.1 °","3.3 m/s","1012.4 hPa","0 mm","100 %",
"2024-02-21 15:27:22","30.2 ℃","51.5 %","99.2 °","2 m/s","1012.2 hPa","0 mm","100 %",
"2024-02-21 15:37:21","30 ℃","51.5 %","94.1 °","4.2 m/s","1012.1 hPa","0 mm","100 %",
"2024-02-21 15:47:21","29.8 ℃","52.5 %","83.6 °","2.3 m/s","1012 hPa","0 mm","100 %",
"2024-02-21 15:57:25","29.6 ℃","53.5 %","100.6 °","2.2 m/s","1011.8 hPa","0 mm","100 %",
"2024-02-21 16:07:21","29.7 ℃","53 %","64.4 °","2.9 m/s","1011.8 hPa","0 mm","100 %",
"2024-02-21 16:17:22","29.5 ℃","53 %","102.3 °","3.6 m/s","1011.8 hPa","0 mm","100 %",
"2024-02-21 16:27:21","29 ℃","55.5 %","82.6 °","3.9 m/s","1011.6 hPa","0 mm","100 %",
"2024-02-21 16:37:22","28.7 ℃","56.5 %","115.6 °","3.4 m/s","1011.7 hPa","0 mm","100 %",
"2024-02-21 16:47:21","28.4 ℃","57.5 %","127.9 °","4.7 m/s","1011.6 hPa","0 mm","100 %",
"2024-02-21 16:57:21","28.1 ℃","58 %","98.1 °","3.6 m/s","1011.7 hPa","0 mm","100 %",
"2024-02-21 17:07:22","27.8 ℃","59 %","103.1 °","2.6 m/s","1011.7 hPa","0 mm","100 %",
"2024-02-21 17:17:22","27.4 ℃","59.5 %","103.5 °","5.6 m/s","1011.7 hPa","0 mm","100 %",
"2024-02-21 17:27:22","27.2 ℃","61 %","98.4 °","2.4 m/s","1011.9 hPa","0 mm","100 %",
"2024-02-21 17:37:22","26.6 ℃","63 %","111.3 °","2.3 m/s","1012 hPa","0 mm","100 %",
"2024-02-21 17:47:22","25.8 ℃","65 %","68.5 °","2.2 m/s","1012 hPa","0 mm","100 %",
"2024-02-21 17:57:24","25.3 ℃","65.5 %","94.3 °","2.5 m/s","1012.1 hPa","0.01 mm","100 %",
